"Date","Close","Volume","lag_1d","lag_2d","lag_5d","lag_10d","lag_20d","lag_40d","ma10","ma30","ma50","ma100","lead_1d"
2014-04-21,1871.89,2642500000,7.04000000000019,9.58000000000015,56.2,6.80000000000018,5.37000000000012,35.6400000000001,1849.059,1860.21133333333,1853.1272,1831.2956,7.65999999999985
2014-04-17,1864.85,3341430000,2.53999999999996,21.8699999999999,31.77,-23.9200000000001,-7.16000000000008,25.0699999999999,1848.379,1860.41633333333,1851.158,1830.6243,7.04000000000019
2014-04-16,1862.31,3155080000,19.3299999999999,31.7,-9.87000000000012,-28.5900000000001,1.53999999999996,33.5599999999999,1850.771,1860.82233333333,1848.8938,1829.9343,2.53999999999996
2014-04-15,1842.98,3736440000,12.3700000000001,27.29,-8.98000000000002,-42.54,-29.27,2.22000000000003,1853.63,1861.20566666667,1846.7516,1829.1249,19.3299999999999
2014-04-14,1830.61,3111540000,14.9199999999998,-2.47000000000003,-14.4300000000001,-41.73,-28.22,-8.02000000000021,1857.884,1862.23666666667,1844.7298,1828.5738,12.3700000000001
2014-04-11,1815.69,3743460000,-17.3899999999999,-56.49,-49.3999999999999,-41.9299999999998,-25.4400000000001,-14.1399999999999,1862.057,1862.74066666667,1843.7694,1828.183,14.9199999999998
2014-04-10,1833.08,3758780000,-39.1000000000001,-18.8800000000001,-55.6900000000001,-15.96,-13.26,13.8199999999999,1866.25,1864.19933333333,1843.3394,1828.0079,-17.3899999999999
2014-04-09,1872.18,3308650000,20.22,27.1400000000001,-18.72,19.6200000000001,3.98000000000002,52.4300000000001,1867.846,1864.90633333333,1842.1618,1827.5833,-39.1000000000001
2014-04-08,1851.96,3721450000,6.92000000000007,-13.1299999999999,-33.5599999999999,-13.6599999999999,-15.6700000000001,52.1200000000001,1865.884,1864.00566666667,1840.5682,1826.6815,20.22
2014-04-07,1845.04,3801540000,-20.05,-43.73,-27.3,-12.4000000000001,-32.1300000000001,48.02,1867.25,1863.77766666667,1839.1602,1825.8388,6.92000000000007
2014-04-04,1865.09,3583750000,-23.6800000000001,-25.8100000000002,7.47000000000003,-1.43000000000006,-12.95,91.6599999999999,1868.49,1863.86333333333,1838.0652,1825.1073,-20.05
2014-04-03,1888.77,3055600000,-2.13000000000011,3.25,39.73,16.76,11.74,137.13,1868.633,1862.902,1837.3326,1824.1625,-23.6800000000001
2014-04-02,1890.9,3131660000,5.38000000000011,18.5600000000002,38.3400000000001,30.1300000000001,17.0900000000001,135.7,1866.957,1861.269,1836.4544,1822.7463,-2.13000000000011
2014-04-01,1885.52,3336190000,13.1800000000001,27.9000000000001,19.9000000000001,13.27,11.6099999999999,143.63,1863.944,1859.19733333333,1835.5124,1821.5422,5.38000000000011
2014-03-31,1872.34,3274300000,14.72,23.3,14.8999999999999,13.51,26.6099999999999,89.75,1862.617,1857.70533333333,1834.576,1820.3167,13.1800000000001
2014-03-28,1857.62,2955520000,8.57999999999993,5.05999999999995,-8.90000000000009,16.4899999999998,-1.83000000000015,63.4299999999998,1861.266,1856.58166666667,1834.047,1819.2726,14.72
2014-03-27,1849.04,3733430000,-3.51999999999998,-16.5799999999999,-22.97,2.70000000000005,-5.25,74.8399999999999,1859.617,1855.65533333333,1833.8622,1818.3128,8.57999999999993
2014-03-26,1852.56,3480850000,-13.0599999999999,-4.88000000000011,-8.21000000000004,-15.6400000000001,7.39999999999986,60.0599999999999,1859.347,1854.66266666667,1833.659,1817.3878,-3.51999999999998
2014-03-25,1865.62,3200560000,8.17999999999984,-0.900000000000091,-6.63000000000011,-2.01000000000022,20.5,84.0599999999999,1860.911,1853.569,1832.9918,1816.4953,-13.0599999999999
2014-03-24,1857.44,3.409e+09,-9.07999999999993,-14.5699999999999,-1.38999999999987,-19.73,9.83000000000015,67.1500000000001,1861.112,1851.37633333333,1832.5268,1815.5586,8.17999999999984
2014-03-21,1866.52,5270710000,-5.49000000000001,5.75,25.3899999999999,-11.52,30.27,38.0599999999999,1863.085,1849.36233333333,1832.1406,1814.6053,-9.07999999999993
2014-03-20,1872.01,3327540000,11.24,-0.240000000000009,25.6700000000001,-5.01999999999998,32.23,27.1500000000001,1864.237,1846.25933333333,1831.56,1813.5378,-5.49000000000001
2014-03-19,1860.77,3289210000,-11.48,1.94000000000005,-7.43000000000006,-13.04,32.02,16.97,1864.739,1842.247,1830.8774,1812.3384,11.24
2014-03-18,1872.25,2930190000,13.4200000000001,31.1199999999999,4.61999999999989,-1.66000000000008,31.49,33.55,1866.043,1838.728,1830.1974,1811.1945,-11.48
2014-03-17,1858.83,2860490000,17.6999999999998,12.49,-18.3400000000001,13.0999999999999,20.1999999999998,12.9399999999998,1866.209,1834.38266666667,1829.3798,1810.0187,13.4200000000001
2014-03-14,1841.13,3285460000,-5.20999999999981,-27.0699999999999,-36.9099999999999,-18.3199999999999,11.3000000000002,-7.25,1864.899,1831.84133333333,1828.8428,1808.877,17.6999999999998
2014-03-13,1846.34,3670990000,-21.8600000000001,-21.2900000000002,-30.6900000000001,-7.95000000000005,27.0799999999999,7.45999999999981,1866.731,1830.27666666667,1828.9874,1807.9107,-5.20999999999981
2014-03-12,1868.2,3270860000,0.569999999999936,-8.97000000000003,-5.6099999999999,23.04,48.45,49,1867.526,1827.872,1828.882,1806.7788,-21.8600000000001
2014-03-11,1867.63,3392400000,-9.53999999999996,-10.4099999999999,-6.27999999999997,22.5100000000002,67.7900000000002,25.2600000000002,1865.222,1825.34866666667,1828.346,1805.3122,0.569999999999936
2014-03-10,1877.17,3021350000,-0.869999999999891,0.1400000000001,31.4400000000001,29.5600000000002,80.1500000000001,39.04,1862.971,1822.47966666667,1827.8338,1803.6165,-9.53999999999996
2014-03-07,1878.04,3564740000,1.00999999999999,4.23000000000002,18.5899999999999,41.79,104.61,40.55,1860.015,1819.58366666667,1826.9568,1801.9462,-0.869999999999891
2014-03-06,1877.03,3360450000,3.22000000000003,3.11999999999989,22.74,37.25,125.39,39.1499999999999,1855.836,1817.931,1825.9558,1800.1978,1.00999999999999
2014-03-05,1873.81,3392990000,-0.100000000000136,28.0799999999999,28.6499999999999,45.0599999999999,118.61,47.04,1852.111,1816.85866666667,1824.7816,1798.3531,3.22000000000003
2014-03-04,1873.91,3765770000,28.1800000000001,14.46,28.7900000000002,33.1500000000001,132.02,42.5400000000002,1847.605,1815.85833333333,1823.4974,1796.179,-0.100000000000136
2014-03-03,1845.73,3428220000,-13.72,-8.55999999999995,-1.87999999999988,7.09999999999991,63.1400000000001,13.75,1844.29,1814.68466666667,1822.2322,1793.9944,28.1800000000001
2014-02-28,1859.45,3917450000,5.16000000000008,14.29,23.2,29.6200000000001,65.26,11.0900000000001,1843.58,1814.69,1820.9376,1792.2983,-13.72
2014-02-27,1854.29,3547460000,9.12999999999988,9.17000000000007,14.51,35.03,80.0899999999999,13.22,1840.618,1814.321,1819.4794,1790.6088,5.16000000000008
2014-02-26,1845.16,3716730000,0.040000000000191,-2.44999999999982,16.4100000000001,25.4100000000001,52.6600000000001,3.75999999999999,1837.115,1813.80733333333,1817.9,1788.8525,9.12999999999988
2014-02-25,1845.12,3515560000,-2.49000000000001,8.86999999999989,4.3599999999999,45.28,63.5599999999999,3.09999999999991,1834.574,1812.942,1816.5068,1787.3396,0.040000000000191
2014-02-24,1847.61,4014530000,11.3599999999999,7.82999999999993,8.97999999999979,50.5899999999999,57.3199999999999,14.29,1830.046,1812.85033333333,1815.2488,1785.8384,-2.49000000000001
2014-02-21,1836.25,3403880000,-3.52999999999997,7.5,6.42000000000007,62.8199999999999,7.78999999999996,8.25999999999999,1824.987,1812.53433333333,1814.349,1784.1778,11.3599999999999
2014-02-20,1839.78,3404980000,11.03,-0.980000000000018,20.52,88.1399999999999,-5.07999999999993,21.46,1818.705,1812.57566666667,1813.7914,1782.7328,-3.52999999999997
2014-02-19,1828.75,3661570000,-12.01,-9.88000000000011,9,73.55,-15.05,19.1500000000001,1809.891,1812.51233333333,1813.0976,1781.3217,11.03
2014-02-18,1840.76,3421110000,2.12999999999988,10.9300000000001,40.9200000000001,98.8699999999999,2.05999999999995,30.1099999999999,1802.536,1812.44633333333,1812.2232,1779.9619,-12.01
2014-02-14,1838.63,3114750000,8.80000000000018,19.3700000000001,41.6100000000001,56.0400000000002,-7.25999999999999,57.6300000000001,1792.649,1812.13333333333,1811.2642,1778.5285,2.12999999999988
2014-02-13,1829.83,3289510000,10.5699999999999,10.0799999999999,56.3999999999999,35.6399999999999,-18.5500000000002,43.29,1787.045,1811.91166666667,1810.3946,1777.1606,8.80000000000018
2014-02-12,1819.26,3326380000,-0.490000000000009,19.4200000000001,67.6199999999999,45.0599999999999,-19.6200000000001,43.9400000000001,1783.481,1812.52933333333,1809.816,1775.9614,10.5699999999999
2014-02-11,1819.75,3699380000,19.9100000000001,22.73,64.55,27.25,0.549999999999955,44.25,1778.975,1813.25633333333,1809.547,1774.9922,-0.490000000000009
2014-02-10,1799.84,3312160000,2.81999999999994,26.4099999999999,57.9499999999998,18.28,-42.53,17.6199999999999,1776.25,1813.978,1809.2966,1774.0499,19.9100000000001
2014-02-07,1797.02,3775990000,23.5899999999999,45.3799999999999,14.4300000000001,6.73000000000002,-41.1100000000001,-5.59999999999991,1774.422,1815.384,1809.3548,1773.0991,2.81999999999994
2014-02-06,1773.43,3825410000,21.79,18.23,-20.76,-55.03,-64.0599999999999,-34.9399999999998,1773.749,1816.594,1809.464,1772.1049,23.5899999999999
2014-02-05,1751.64,3984290000,-3.55999999999995,9.75,-22.5599999999999,-93.2199999999998,-86.24,-53.4499999999998,1779.252,1818.41266666667,1810.0906,1771.2505,21.79
2014-02-04,1755.2,4068410000,13.3099999999999,-27.3899999999999,-37.3,-88.5999999999999,-71.5699999999999,-29.8299999999999,1788.574,1820.63533333333,1810.9748,1770.5683,-3.55999999999995
2014-02-03,1741.89,4726040000,-40.6999999999998,-52.3,-39.6699999999998,-96.8099999999999,-89.4799999999998,-50.9199999999998,1797.434,1822.44866666667,1811.4982,1769.9076,13.3099999999999
2014-01-31,1782.59,4059690000,-11.6000000000001,8.38999999999987,-7.70000000000005,-63.3000000000002,-49.3900000000001,-12.5600000000002,1807.115,1824.74066666667,1812.4178,1769.3286,-40.6999999999998
2014-01-30,1794.19,3547510000,19.99,1.69000000000005,-34.27,-54.1900000000001,-54.1699999999998,-6.71000000000004,1813.445,1824.68766666667,1812.5966,1768.2198,-11.6000000000001
2014-01-29,1774.2,3964020000,-18.3,-7.3599999999999,-70.6599999999999,-64.6800000000001,-66.8699999999999,-31.6099999999999,1818.864,1824.43266666667,1812.6764,1766.8296,19.99
2014-01-28,1792.5,3437830000,10.9400000000001,2.21000000000004,-51.3,-26.7,-48.9000000000001,-14.73,1825.332,1824.47,1813.0048,1765.6384,-18.3
2014-01-27,1781.56,4045200000,-8.73000000000002,-46.9000000000001,-57.1400000000001,-60.8099999999999,-60.46,-21.1900000000001,1828.002,1823.90333333333,1812.7948,1764.2442,10.9400000000001
2014-01-24,1790.29,4618450000,-38.1700000000001,-54.5699999999999,-55.6000000000001,-47.8400000000001,-43.03,-12.1900000000001,1834.083,1823.92533333333,1812.5174,1762.8263,-8.73000000000002
2014-01-23,1828.46,3972250000,-16.3999999999999,-15.3399999999999,-19.9200000000001,-9.02999999999997,0.470000000000027,23.7,1838.867,1824.33633333333,1812.1494,1761.2531,-38.1700000000001
2014-01-22,1844.86,3374170000,1.05999999999995,6.15999999999985,5.97999999999979,6.97999999999979,26.54,49.01,1839.77,1823.66666666667,1810.9924,1759.3502,-16.3999999999999
2014-01-21,1843.8,3782470000,5.09999999999991,-2.09000000000015,24.5999999999999,17.03,34.2,62.4300000000001,1839.072,1822.341,1809.0382,1757.2512,1.05999999999995
2014-01-17,1838.7,3626120000,-7.19000000000005,-9.68000000000006,-3.66999999999985,7.33000000000015,28.05,50.8300000000002,1837.369,1820.382,1807.572,1755.118,5.09999999999991
2014-01-16,1845.89,3491310000,-2.49000000000001,7.00999999999999,7.75999999999999,13.9100000000001,64.8900000000001,54.3600000000001,1836.636,1818.85233333333,1806.0574,1753.2988,-7.19000000000005
2014-01-15,1848.38,3777800000,9.5,29.1800000000001,10.8900000000001,0.0200000000002092,61.8400000000001,50.2,1835.245,1817.161,1804.4982,1751.4749,-2.49000000000001
2014-01-14,1838.88,3353270000,19.6800000000001,-3.48999999999978,1,-2.18999999999983,63.5600000000002,48.2600000000002,1835.243,1815.57833333333,1802.7634,1749.5607,9.5
2014-01-13,1819.2,3591350000,-23.1699999999998,-18.9300000000001,-7.56999999999994,-22.2,43.7,37.2,1835.462,1814.476,1801.1166,1747.5999,19.6800000000001
2014-01-10,1842.37,3335710000,4.23999999999978,4.87999999999988,11,0.349999999999909,60.1499999999999,74.6799999999998,1837.682,1814.077,1799.9988,1745.9314,-23.1699999999998
2014-01-09,1838.13,3581150000,0.6400000000001,0.25,6.15000000000009,4.81000000000017,35.5100000000002,66.24,1837.647,1812.75633333333,1798.5904,1743.9683,4.23999999999978
2014-01-08,1837.49,3652140000,-0.3900000000001,10.72,-10.8699999999999,9.5,29.1200000000001,66.8800000000001,1837.166,1811.568,1797.07,1742.1453,0.6400000000001
2014-01-07,1837.88,3511750000,11.1100000000001,6.51000000000022,-3.18999999999983,19.5600000000002,32.7900000000002,90.73,1836.216,1810.477,1795.5156,1740.3836,-0.3900000000001
2014-01-06,1826.77,3294850000,-4.59999999999991,-5.21000000000004,-14.6300000000001,17.1700000000001,41.74,56.28,1834.26,1809.076,1793.7994,1738.8587,11.1100000000001
2014-01-03,1831.37,2774270000,-0.610000000000127,-16.99,-10.6500000000001,20.7199999999998,38.5599999999999,68.3999999999999,1832.543,1807.56266666667,1792.1916,1737.5326,-4.59999999999991
2014-01-02,1831.98,3080600000,-16.3799999999999,-9.08999999999992,-1.33999999999992,50.98,36.8299999999999,64.05,1830.471,1806.11266666667,1790.6576,1736.1136,-0.610000000000127
2013-12-31,1848.36,2312840000,7.28999999999996,6.95999999999981,20.3699999999999,61.8199999999999,47.4599999999998,86.7199999999998,1825.373,1804.76433333333,1788.9112,1734.708,-16.3799999999999
2013-12-30,1841.07,2293860000,-0.330000000000155,-0.950000000000045,22.75,65.75,35.26,84.53,1819.191,1803.09166666667,1786.834,1733.1992,7.28999999999996
2013-12-27,1841.4,2052920000,-0.619999999999891,8.08000000000015,31.8000000000002,65.9000000000001,34.1700000000001,78.0900000000001,1812.616,1801.41,1784.6756,1731.6976,-0.330000000000155
2013-12-26,1842.02,1982270000,8.70000000000005,14.03,31.3699999999999,59.8,39.27,70.0699999999999,1806.026,1799.43,1782.2784,1730.2573,-0.619999999999891
2013-12-24,1833.32,1307630000,5.32999999999993,15,52.3199999999999,30.7,30.8399999999999,71.21,1800.046,1796.95233333333,1779.3992,1728.9085,8.70000000000005
2013-12-23,1827.99,2851540000,9.67000000000007,18.3900000000001,41.45,19.6200000000001,23.23,68.22,1796.976,1794.90466666667,1776.9356,1727.672,5.32999999999993
2013-12-20,1818.32,5097700000,8.72000000000003,7.66999999999985,43,13.23,22.47,66.25,1795.014,1792.992,1774.4398,1726.4608,9.67000000000007
2013-12-19,1809.6,3497210000,-1.05000000000018,28.5999999999999,34.0999999999999,24.5699999999999,28.23,63.2199999999998,1793.691,1790.61966666667,1771.9246,1725.1349,8.72000000000003
2013-12-18,1810.65,4327770000,29.6500000000001,24.1100000000001,28.4300000000001,17.8400000000001,22.7800000000002,55.98,1791.234,1789.316,1768.8606,1723.8985,-1.05000000000018
2013-12-17,1781,3270030000,-5.53999999999996,5.68000000000006,-21.6199999999999,-14.1500000000001,-10.53,36.3399999999999,1789.45,1787.72666666667,1765.7566,1722.6453,29.6500000000001
2013-12-16,1786.54,3209890000,11.22,11.04,-21.8299999999999,-14.3600000000001,-11.6400000000001,42.04,1790.865,1787.291,1763.659,1721.7518,-5.53999999999996
2013-12-13,1775.32,3061070000,-0.180000000000064,-6.90000000000009,-29.77,-30.49,-15.3,42.1699999999998,1792.301,1786.461,1761.7382,1720.7889,11.22
2013-12-12,1775.5,3306640000,-6.72000000000003,-27.1199999999999,-9.52999999999997,-31.73,-6.5,53.96,1795.35,1785.835,1759.805,1719.8951,-0.180000000000064
2013-12-11,1782.22,3472240000,-20.3999999999999,-26.1499999999999,-10.5899999999999,-20.53,14.53,84.1600000000001,1798.523,1785.42866666667,1758.1724,1719.064,-6.72000000000003
2013-12-10,1802.62,3117150000,-5.75,-2.47000000000003,7.4699999999998,0.139999999999873,30.7299999999998,92.4799999999998,1800.576,1785.08633333333,1756.428,1718.1971,-20.3999999999999
2013-12-09,1808.37,3129500000,3.27999999999997,23.3399999999999,7.4699999999998,3.6099999999999,37.76,105.17,1800.562,1783.736,1754.0066,1717.0918,-5.75
2013-12-06,1805.09,3150030000,20.0599999999999,12.28,-0.720000000000027,9.24000000000001,57.9399999999998,112.53,1800.201,1782.116,1751.6742,1715.9018,3.27999999999997
2013-12-05,1785.03,3336880000,-7.77999999999997,-10.1200000000001,-22.2,3.66000000000008,14.54,128.63,1799.277,1780.34866666667,1749.5458,1714.66,20.0599999999999
2013-12-04,1792.81,3610540000,-2.34000000000015,-8.09000000000015,-9.94000000000005,4.94000000000005,29.8399999999999,137.36,1798.911,1779.06033333333,1747.7006,1713.5723,-7.77999999999997
2013-12-03,1795.15,3475680000,-5.75,-10.6599999999999,-7.32999999999993,3.62000000000012,27.22,119.03,1798.417,1777.789,1745.7928,1712.4692,-2.34000000000015
2013-12-02,1800.9,3095430000,-4.90999999999985,-6.32999999999993,-3.8599999999999,2.72000000000003,39.26,110.4,1798.055,1776.106,1743.9266,1711.3196,-5.75
2013-11-29,1805.81,1598300000,-1.42000000000007,3.05999999999995,9.96000000000004,15.1900000000001,49.27,127.15,1797.783,1774.226,1742.1068,1710.0608,-4.90999999999985
2013-11-27,1807.23,2613590000,4.48000000000002,4.75,25.8600000000001,25.23,43.9200000000001,113.36,1796.264,1771.804,1740.4374,1708.5289,-1.42000000000007
2013-11-26,1802.75,3427120000,0.269999999999982,-2.00999999999999,14.8800000000001,35.0599999999999,30.8,107.75,1793.741,1768.94766666667,1738.8032,1706.9798,4.48000000000002
2013-11-25,1802.48,2998540000,-2.27999999999997,6.63000000000011,10.95,30.5899999999999,40.3700000000001,120.93,1790.235,1765.458,1736.8434,1705.3569,0.269999999999982
2013-11-22,1804.76,3055140000,8.91000000000008,23.3900000000001,6.57999999999993,34.1500000000001,44.99,113.01,1787.176,1762.38,1734.7458,1703.651,-2.27999999999997
2013-11-21,1795.85,3256630000,14.48,7.98000000000002,5.23000000000002,48.6999999999998,43.78,97.1799999999998,1783.761,1758.99466666667,1732.4104,1701.7575,8.91000000000008
2013-11-20,1781.37,3109140000,-6.5,-10.1600000000001,-0.630000000000109,10.8799999999999,34.9899999999998,88.5999999999999,1778.891,1755.55166666667,1730.1618,1699.9398,14.48
2013-11-19,1787.87,3224450000,-3.66000000000008,-10.3100000000002,20.1799999999998,24.8999999999999,33.1999999999998,90.4499999999998,1777.803,1751.386,1728.317,1698.2757,-6.5
2013-11-18,1791.53,3168520000,-6.65000000000009,0.910000000000082,19.6399999999999,23.5999999999999,46.8699999999999,89.6900000000001,1775.313,1746.972,1726.2394,1696.4598,-3.66000000000008
2013-11-15,1798.18,3254820000,7.56000000000017,16.1800000000001,27.5700000000002,36.54,53.6800000000001,88.27,1772.953,1743.125,1723.843,1694.6765,-6.65000000000009
2013-11-14,1790.62,3139060000,8.61999999999989,22.9299999999998,43.4699999999998,34.0799999999999,57.4699999999998,68.28,1769.299,1739.53566666667,1720.9828,1692.7273,7.56000000000017
2013-11-13,1782,3327480000,14.3099999999999,10.1099999999999,11.51,18.6900000000001,60.46,56.48,1765.891,1735.80366666667,1718.272,1690.7014,8.61999999999989
